danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,number_of_artists,explicit,name,url,genres,filtered_genres,top_genre,emotion
0.64,0.822,-4.954,0.041,0.42,0.000435,0.144,0.395,141.054,199773.0,60.0,1.0,False,Out Last Night,https://open.spotify.com/track/4QoZGQ8woaho94v629kVl1,"['country road', 'country', 'contemporary country']",['country'],country,sad
0.499,0.708,-7.029,0.0301,0.00626,1.15e-05,0.0423,0.617,158.785,203066.0,52.0,1.0,False,Don't Happen Twice,https://open.spotify.com/track/04ccQGJ1i8gL7JoeCPiJbv,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.654,0.901,-6.401,0.0477,0.00446,4.68e-06,0.057,0.73,138.879,212426.0,41.0,1.0,False,Keg in the Closet,https://open.spotify.com/track/3ggmtswnS5czhEAGDsm6D8,"['country road', 'country', 'contemporary country']",['country'],country,energetic
0.485,0.894,-4.176,0.0383,0.000492,0.0,0.0875,0.673,75.028,178189.0,0.0,1.0,False,Lay It On Me,https://open.spotify.com/track/20WJpmXfRbqeuY2TH5xYna,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.577,0.731,-6.117,0.0384,0.434,5.23e-06,0.108,0.57,92.569,190986.0,39.0,1.0,False,Makin' This Boy Go Crazy,https://open.spotify.com/track/7iM44xYu5DpsosNxVF32C9,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,happy
0.837,0.583,-7.231,0.0367,0.00784,0.0,0.0637,0.965,106.961,195426.0,42.0,2.0,False,I Feel Good,https://open.spotify.com/track/4vLRCGOBz4zIS8nEHk5v9j,"['country', 'miami hip hop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,happy
0.465,0.873,-4.22,0.0432,0.127,1.33e-05,0.236,0.676,160.083,183853.0,36.0,1.0,False,Life of the Party,https://open.spotify.com/track/4AyfPPuhqgQP6vhpjnkAIm,"['country road', 'country', 'contemporary country']",['country'],country,energetic
0.472,0.903,-4.678,0.0471,0.118,1.91e-06,0.13,0.313,79.964,208506.0,30.0,1.0,False,Ghost Town,https://open.spotify.com/track/0bvEKvSwtUFIz3cTo0Otjg,"['country road', 'country', 'contemporary country']",['country'],country,energetic
0.517,0.702,-4.573,0.0289,0.202,2e-06,0.185,0.495,75.955,213720.0,0.0,1.0,False,I Ain't Ready to Quit,https://open.spotify.com/track/7zKBz4iz95t09O4eCUtppj,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,sad
0.408,0.878,-4.297,0.0465,0.0361,0.0,0.068,0.691,184.095,239493.0,0.0,,False,Days Like These,https://open.spotify.com/track/6NvyA6yEPhX2rCtok93tBd,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.462,0.823,-5.627,0.0382,0.0312,1.14e-05,0.0828,0.42,147.913,230573.0,0.0,1.0,False,Stone Cold Sober,https://open.spotify.com/track/4heBMHhK2sGEINmK2v5mJW,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.492,0.888,-4.112,0.0672,0.0244,2.54e-06,0.412,0.671,141.049,212733.0,39.0,1.0,False,My Baby's Guns N' Roses,https://open.spotify.com/track/0pqXmjMhNVD9oq00BpB2tm,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.466,0.855,-5.225,0.043,0.0108,0.00026,0.229,0.514,143.763,369320.0,38.0,1.0,False,Lights Of My Hometown,https://open.spotify.com/track/2iQNTD3soB2hrXng9flo7V,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.619,0.446,-13.645,0.0321,0.146,0.0,0.212,0.622,100.026,250826.0,24.0,1.0,False,Freshman Year,https://open.spotify.com/track/1sT1TK3UxCpSFfa75DlSVE,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,happy
0.673,0.454,-12.814,0.031,0.112,0.0,0.11,0.375,98.962,222666.0,24.0,1.0,False,Friday Night,https://open.spotify.com/track/1UCVBKhJeeAA1nJ6PCkelC,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,happy
0.577,0.559,-13.022,0.0584,0.0791,0.0,0.0843,0.5,165.952,193120.0,23.0,1.0,False,Rock This Town,https://open.spotify.com/track/0Z8U82dP77AcJZvd696LiN,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,happy
0.52,0.842,-4.433,0.033,0.0793,0.0,0.107,0.367,137.964,210200.0,47.0,1.0,False,Like You Ain’t Even Gone,https://open.spotify.com/track/2ncMlnrDwSfnYnV5ixxuib,"['country', 'country pop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,happy
0.412,0.964,-3.744,0.0503,0.0523,0.00106,0.392,0.462,162.011,210306.0,38.0,1.0,False,Angel,https://open.spotify.com/track/4FHMYgQiGlji1CcYCCHzOT,"['country', 'country pop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,energetic
0.5,0.928,-3.886,0.0412,0.000553,1.53e-05,0.0849,0.767,135.058,186040.0,41.0,1.0,False,Every Night,https://open.spotify.com/track/5Z2gIlGW3YwlOuxHUvDCSH,"['country', 'country pop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,energetic
0.49,0.9,-6.182,0.0726,0.161,0.0,0.97,0.5,129.096,216897.0,5.0,2.0,False,I'm In A Hurry (And Don't Know Why) - Live,https://open.spotify.com/track/5SYmadcED60vbjSfF1I5W0,"['country', 'country pop', 'contemporary country', 'country road', 'country rock', 'modern country rock']",['country'],country,happy
0.52,0.776,-4.787,0.0339,0.0293,0.0,0.106,0.502,144.992,217853.0,42.0,1.0,False,Buzzkill,https://open.spotify.com/track/3UJvgGaBEJcDqz61mbvqAp,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.562,0.772,-4.068,0.0362,0.0932,0.0,0.0873,0.77,148.126,194226.0,48.0,1.0,False,What Country Is,https://open.spotify.com/track/4VYLBtOHx9WYSFXHYnzVbN,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.663,0.884,-4.562,0.0297,0.00245,2.05e-06,0.0977,0.919,117.004,234360.0,49.0,1.0,False,Suntan City,https://open.spotify.com/track/2HiXyVv2tfjIGJh02brVDY,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.588,0.904,-4.121,0.047,0.00364,4.04e-06,0.0627,0.551,108.018,198573.0,34.0,1.0,False,Like We Ain't Ever,https://open.spotify.com/track/3AF6fQUuWNKTk4nM87aHrW,"['country road', 'country', 'contemporary country']",['country'],country,energetic
0.59,0.933,-3.511,0.0767,0.0139,0.0,0.335,0.644,119.996,197973.0,42.0,1.0,False,Out Like That,https://open.spotify.com/track/7mqltiof519WEup2CsauF3,"['country road', 'country', 'contemporary country']",['country'],country,energetic
0.456,0.96,-2.777,0.0954,0.0149,0.0,0.337,0.508,153.947,171866.0,33.0,1.0,False,Beer In The Headlights,https://open.spotify.com/track/1LcRCeWlR0PMYWqKP71hyz,"['country road', 'country', 'contemporary country']",['country'],country,energetic
0.718,0.775,-5.18,0.0387,0.0063,0.154,0.0815,0.883,116.994,203093.0,32.0,1.0,False,Love In A College Town,https://open.spotify.com/track/1XlQxeWceOaAtmOKxM6YgZ,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.465,0.898,-5.324,0.0412,0.045,0.00011,0.368,0.698,169.899,208466.0,32.0,1.0,False,In Love With The Girl,https://open.spotify.com/track/7d4i7rPP7koRtUx4qpu1aR,"['country road', 'country', 'contemporary country']",['country'],country,energetic
0.551,0.61,-5.573,0.0276,0.0058,6.41e-06,0.172,0.462,140.157,289120.0,28.0,1.0,False,I Did It Again,https://open.spotify.com/track/6e8qN87ByKix1YKLAZivpG,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.519,0.97,-4.469,0.0422,0.00031,0.0,0.104,0.774,151.984,190292.0,0.0,1.0,False,50 Shades of Crazy,https://open.spotify.com/track/1T8X4qMLxKPtEXuUQR8InA,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.464,0.875,-3.924,0.0312,0.00324,0.0,0.29,0.646,156.066,223353.0,0.0,1.0,False,MMM Girl,https://open.spotify.com/track/616ISOTPXkBM747Gp4C5cZ,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.469,0.909,-4.882,0.0824,0.00174,1.8e-05,0.683,0.385,156.108,209300.0,0.0,1.0,False,We Goin' Out,https://open.spotify.com/track/1wo1kn8WXWDwHuxlX4MqEM,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.445,0.88,-3.217,0.0468,0.0641,0.0,0.122,0.797,186.117,213160.0,34.0,1.0,False,Only a Country Girl,https://open.spotify.com/track/6bsDGJgN6ZU2Eq7HBb6ah7,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.28,0.908,-5.509,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080.0,73.0,1.0,False,Poison,https://open.spotify.com/track/5XcZRgJv3zMhTqCyESjQrF,"['album rock', 'classic rock', 'metal', 'protopunk', 'hard rock', 'glam metal', 'glam rock', 'detroit rock', 'rock']","['metal', 'rock']",rock,energetic
0.671,0.638,-8.171,0.0251,0.0027,0.000695,0.161,0.619,107.088,352377.0,0.0,1.0,False,Hysteria 2013 (Re-Recorded Version) - Single,https://open.spotify.com/track/4xrlTtOEd3OHvQT8eu5JYY,"['album rock', 'classic rock', 'hard rock', 'glam metal', 'rock', 'nwobhm']",['rock'],rock,sad
0.766,0.882,-4.478,0.0719,0.0674,2.3e-06,0.281,0.544,107.932,172466.0,75.0,1.0,True,Why Don't You Get A Job,https://open.spotify.com/track/0sNKiz82ATCvT3f3XVVUUj,"['post-grunge', 'punk', 'alternative metal', 'permanent wave', 'rock', 'skate punk', 'socal pop punk']","['punk', 'rock']",rock,happy
0.4,0.563,-10.233,0.0307,0.17,0.0,0.133,0.442,138.006,245733.0,60.0,1.0,False,Just Like Jesse James,https://open.spotify.com/track/5JGdpqo9wrRtOZtui5GShI,"['pop', 'dance pop']",['pop'],pop,sad
0.514,0.836,-3.663,0.0381,0.112,0.0,0.0878,0.501,143.888,263120.0,64.0,1.0,False,Better Man,https://open.spotify.com/track/23TxRN09aR1RB0G0tFoT0b,"['country dawn', 'country', 'country road', 'contemporary country']",['country'],country,energetic
0.462,0.628,-5.659,0.0274,0.0534,0.00025,0.12,0.0981,140.049,347760.0,62.0,1.0,False,Silent Lucidity - Remastered 2003,https://open.spotify.com/track/6OSyCAmXT4Gkd3OQ2aPOaF,"['album rock', 'metal', 'hard rock', 'us power metal', 'glam metal', 'progressive metal', 'speed metal']",['metal'],metal,sad
0.742,0.322,-12.873,0.0375,0.217,2.67e-06,0.0731,0.814,93.152,276306.0,50.0,1.0,False,You've Lost That Lovin' Feeling,https://open.spotify.com/track/0j3QN4uiMdf8gI12JATZ9B,"['album rock', 'classic rock', 'mellow gold', 'yacht rock', 'heartland rock', 'singer-songwriter', 'rock', 'soft rock']",['rock'],rock,happy
0.609,0.912,-3.324,0.0338,0.0734,3.1e-06,0.159,0.564,118.035,247466.0,56.0,1.0,False,Can't Stop Lovin' You,https://open.spotify.com/track/6z3JD6IqVvu6TUBtCfQPbe,"['album rock', 'classic rock', 'hard rock', 'rock']",['rock'],rock,happy
0.52,0.86,-7.032,0.0287,0.000271,0.207,0.104,0.603,129.408,282000.0,37.0,1.0,True,Locked In The Trunk Of A Car - Remastered,https://open.spotify.com/track/0iVxgd7ppCu5sFGGMAWjz4,"['rock', 'canadian rock', 'ontario indie', 'kingston on indie']",['rock'],rock,sad
0.704,0.544,-11.402,0.026,0.0873,1.66e-05,0.041,0.628,120.717,269573.0,64.0,1.0,False,Stuck With You,https://open.spotify.com/track/2cFl7utlqyZjCXN1G5nRvA,"['album rock', 'classic rock', 'mellow gold', 'hard rock', 'new wave pop', 'new romantic', 'singer-songwriter', 'rock', 'soft rock']",['rock'],rock,happy
0.605,0.737,-9.054,0.0407,0.0846,0.0,0.179,0.372,113.456,239266.0,0.0,1.0,False,Save Up All Your Tears,https://open.spotify.com/track/53gICBFEg4uf1XVuWJOyKv,"['pop', 'dance pop']",['pop'],pop,happy
0.685,0.748,-10.551,0.0272,0.106,0.000153,0.1,0.94,118.323,213840.0,41.0,1.0,False,Have You Ever Seen the Rain?,https://open.spotify.com/track/5MHAPsmn3q5VMhVJLzuHz1,"['glam punk', 'rock']",['rock'],rock,happy
0.551,0.969,-2.41,0.0373,0.0727,7.55e-05,0.0991,0.431,136.507,231400.0,53.0,1.0,False,Ride The Wind,https://open.spotify.com/track/5gpJr7OLgZWVYAyKWj0GuH,"['album rock', 'glam metal', 'hard rock', 'rock']",['rock'],rock,energetic
0.667,0.664,-8.061,0.0272,0.285,1.57e-05,0.402,0.82,116.325,252640.0,29.0,1.0,False,Third Time Lucky (First Time I Was A Fool),https://open.spotify.com/track/2GrXeR0yhjkyXTp0alMF2u,"['album rock', 'classic rock', 'mellow gold', 'hard rock', 'glam metal', 'country rock', 'british blues', 'heartland rock', 'blues rock', 'rock', 'soft rock']",['rock'],rock,happy
0.611,0.94,-5.211,0.0934,0.171,0.000116,0.213,0.616,128.354,246133.0,34.0,1.0,False,I Just Wanna,https://open.spotify.com/track/0Mx4pB4WcLA6rjnQ7xPAh3,"['hard rock', 'glam rock', 'rock']",['rock'],rock,happy
0.611,0.846,-3.548,0.0374,0.178,0.0,0.12,0.544,129.961,153253.0,62.0,1.0,False,Long Live,https://open.spotify.com/track/0YfRAYTNTNszGg8VARrSIH,"['country', 'country pop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,happy
0.476,0.92,-3.223,0.0329,0.00485,1.15e-05,0.355,0.694,142.952,193640.0,57.0,1.0,False,Sippin’ On Fire,https://open.spotify.com/track/0H9Q7Vzu8nYRDBZYKbtU8d,"['country', 'country pop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,energetic
0.589,0.704,-4.772,0.0303,0.151,0.0,0.067,0.437,84.956,186253.0,61.0,1.0,False,Nothin' Like You,https://open.spotify.com/track/4W38RXuQNuoTSwVsQA1OGC,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.689,0.545,-4.304,0.0383,0.133,0.0,0.284,0.732,170.01,194693.0,46.0,1.0,False,Stupid Love,https://open.spotify.com/track/24OqdtijU1mbtv1qINaLi7,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.534,0.755,-5.005,0.0359,0.0706,0.0,0.0866,0.466,144.014,199320.0,43.0,1.0,False,Island Time,https://open.spotify.com/track/5ukbCSlWXCWimfHlajkhhn,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.509,0.963,-4.358,0.0398,0.0255,0.0,0.127,0.932,159.984,219920.0,45.0,2.0,False,Summer Jam (feat. Florida Georgia Line) (feat. Florida Georgia Line),https://open.spotify.com/track/1uaORxvjlpGSLouYxVd1RF,"['country', 'country pop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,energetic
0.627,0.678,-4.691,0.0294,0.185,0.0,0.374,0.724,100.032,160839.0,57.0,2.0,False,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),https://open.spotify.com/track/1UYfAU2bwgjaM5rIIPQleC,"['country', 'country pop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,happy
0.281,0.58,-5.967,0.0323,0.333,0.0,0.122,0.282,151.568,253933.0,65.0,1.0,False,From the Ground Up,https://open.spotify.com/track/0lQJBl9YEsoMtE8D4yTE9g,"['country road', 'country', 'contemporary country']",['country'],country,sad
0.593,0.552,-5.838,0.028,0.18,1.71e-05,0.11,0.39,115.0,254181.0,62.0,1.0,False,Doin' This,https://open.spotify.com/track/4GyD3o5hWoyCuYpdlzZlRL,"['country', 'contemporary country']",['country'],country,happy
0.583,0.806,-4.804,0.0369,0.0713,5.01e-06,0.117,0.392,130.074,214600.0,48.0,3.0,False,Nothin’ Out Here (HARDY feat. Thomas Rhett),https://open.spotify.com/track/4epT3dGZ8ZHCYeilqHqytL,"['country', 'contemporary country', 'modern country pop', 'country road', 'modern country rock']",['country'],country,happy
0.641,0.794,-5.586,0.0668,0.465,0.0,0.269,0.784,95.032,173613.0,49.0,1.0,False,Good Company,https://open.spotify.com/track/0z87h9TTEDeNNh2N0cLaA1,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.655,0.864,-3.938,0.104,0.272,1e-05,0.18,0.661,120.139,223533.0,20.0,1.0,False,Take It Back / Why Haven’t I Heard From You - Revived,https://open.spotify.com/track/4cKAS5i1HKGHpiCADQiQj5,"['classic oklahoma country', 'country', 'contemporary country', 'country dawn', 'country road']",['country'],country,happy
0.605,0.67,-4.606,0.0313,0.308,0.0,0.258,0.419,95.93,289040.0,23.0,1.0,False,Fancy - Revived,https://open.spotify.com/track/4p5ksF1q7w64bv3DRM3DVG,"['classic oklahoma country', 'country', 'contemporary country', 'country dawn', 'country road']",['country'],country,happy
0.574,0.906,-5.376,0.0576,0.00906,0.000912,0.124,0.495,100.034,226946.0,17.0,2.0,False,I'm Gonna Take That Mountain - Dave Audé Remix,https://open.spotify.com/track/5fNPfJpDc2wZ7VDT34D6pE,"['classic oklahoma country', 'country', 'contemporary country', 'country dawn', 'country road']",['country'],country,energetic
0.673,0.88,-5.329,0.0385,0.0114,0.000185,0.0717,0.841,126.087,218906.0,16.0,2.0,False,Little Rock - StoneBridge Remix,https://open.spotify.com/track/48uxF2VWwb2RClsI7okkWU,"['classic oklahoma country', 'country', 'contemporary country', 'country dawn', 'country road', 'vocal house', 'disco house']",['country'],country,happy
0.576,0.931,-5.983,0.0335,0.00198,0.455,0.0678,0.841,129.975,304280.0,19.0,2.0,False,The Night The Lights Went Out In Georgia - Eric Kupper Remix,https://open.spotify.com/track/1uK3d0uTDE1jy4TFRPKY1k,"['classic oklahoma country', 'country', 'contemporary country', 'country dawn', 'country road', 'tribal house']",['country'],country,happy
0.711,0.816,-4.875,0.0298,0.0215,0.0,0.0832,0.83,101.955,182906.0,28.0,1.0,False,Storm In A Shot Glass,https://open.spotify.com/track/7v1E9uR9jkFjoab7P6KCNd,"['classic oklahoma country', 'country', 'contemporary country', 'country dawn', 'country road']",['country'],country,happy
0.603,0.859,-3.772,0.0415,0.026,0.0,0.225,0.702,123.074,215386.0,48.0,1.0,False,Turn On The Radio,https://open.spotify.com/track/6A2hvKTF2FShj0Yma7CP8N,"['classic oklahoma country', 'country', 'contemporary country', 'country dawn', 'country road']",['country'],country,energetic
0.621,0.851,-5.558,0.134,0.0202,1.45e-05,0.887,0.449,90.94,385413.0,53.0,2.0,False,Daddy Lessons,https://open.spotify.com/track/7tTElNyvXsfFcxDXIiH5cm,"['country', 'contemporary country', 'country dawn', 'pop', 'r&b']","['country', 'pop']",country,happy
0.702,0.795,-4.764,0.0568,0.329,0.0,0.0505,0.836,83.961,247586.0,66.0,1.0,False,Stuck Like Glue,https://open.spotify.com/track/0JcKdUGNR7zI4jJDLyYXbi,"['country dawn', 'country', 'country road', 'contemporary country']",['country'],country,happy
0.794,0.733,-4.915,0.0884,0.0541,0.0,0.03,0.521,93.932,187219.0,55.0,2.0,False,Throw It Back (feat. Keith Urban),https://open.spotify.com/track/4eBaGa3ykdcmrGSKlHrAnV,"['australian country', 'country', 'modern country pop', 'contemporary country', 'black americana', 'country road', 'australian pop']",['country'],country,happy
0.753,0.503,-6.213,0.0406,0.049,0.0,0.15,0.648,136.892,159888.0,58.0,2.0,False,My Truck (feat. Sam Hunt) - Remix,https://open.spotify.com/track/1akB0Fn6w8U0j2hrDcj1kZ,"['country', 'country pop', 'modern country pop', 'contemporary country', 'black americana']",['country'],country,happy
0.566,0.851,-4.931,0.0431,0.0433,0.0,0.161,0.553,137.02,203413.0,0.0,1.0,False,She's My Kind Of Crazy,https://open.spotify.com/track/13AOwEySvxyobIaBnxmZqU,"['country', 'contemporary country', 'country road', 'alberta country', 'canadian contemporary country', 'canadian country']",['country'],country,energetic
0.546,0.873,-4.477,0.0558,0.0135,0.0,0.0556,0.651,77.02,187920.0,39.0,1.0,False,Beer Never Broke My Heart,https://open.spotify.com/track/2weUMbNbiVbBKRD2CQTjnV,"['country', 'contemporary country']",['country'],country,energetic
0.603,0.927,-2.598,0.0562,0.0446,0.0,0.0565,0.815,109.938,176533.0,49.0,3.0,False,Beer With My Friends (feat. Cole Swindell and David Lee Murphy),https://open.spotify.com/track/5YsPrfAtcCzMIc4BHTsxP5,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,energetic
0.765,0.596,-7.586,0.0518,0.5,0.0,0.289,0.941,158.112,141533.0,57.0,1.0,False,Unbelievable,https://open.spotify.com/track/2zNuaa0jBttcqSeURO6Odt,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.775,0.884,-4.763,0.0746,0.019,2.25e-05,0.0921,0.792,100.024,139053.0,36.0,1.0,False,Beer:30,https://open.spotify.com/track/494HXkHwJnDo683EjYSBYL,"['country', 'country pop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,happy
0.765,0.92,-4.362,0.0984,0.249,0.0,0.618,0.799,121.011,175772.0,54.0,2.0,False,It's About Time (feat. Florida Georgia Line),https://open.spotify.com/track/5ycEpZQumS0oXR46E7tBWM,"['country', 'country pop', 'contemporary country', 'country road', 'modern country rock']",['country'],country,happy
0.62,0.776,-4.109,0.0365,0.358,4.31e-05,0.11,0.551,93.963,221633.0,58.0,1.0,False,Down To One,https://open.spotify.com/track/6QpZSfLid1YZ6c01BvB5jH,"['country road', 'country', 'contemporary country']",['country'],country,happy
0.707,0.689,-7.097,0.0387,0.0255,0.0,0.383,0.41,119.987,195962.0,,2.0,True,Lil Bit (feat. Florida Georgia Line),https://open.spotify.com/track/33aow0AcXYvT1FoWNzMcqN,"['country', 'st louis rap', 'urban contemporary', 'dance pop', 'contemporary country', 'country pop', 'country road', 'modern country rock', 'gangster rap', 'pop rap', 'rap', 'hip hop']",['country'],country,happy
0.655,0.627,-5.274,0.0417,0.167,2.72e-06,0.0862,0.592,78.024,186533.0,53.0,2.0,False,Rumor (Bryan Todd Remix),https://open.spotify.com/track/1nBJxJ5aI1jWjcw731YwHe,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,happy
0.829,0.767,-4.706,0.0474,0.00633,0.000867,0.142,0.849,118.079,160692.0,56.0,2.0,False,Broke (feat. Thomas Rhett),https://open.spotify.com/track/1etcoCl2mkHpMHkMVco8iz,"['country road', 'modern country rock', 'country', 'contemporary country']",['country'],country,happy
0.572,0.949,-4.865,0.06,0.00165,0.000195,0.163,0.53,118.974,194866.0,71.0,1.0,False,Lovin' On You,https://open.spotify.com/track/0nYvjcSlCgjcwogQAwIwNp,"['country', 'contemporary country']",['country'],country,energetic
0.591,0.741,-4.867,0.0466,0.202,0.0,0.208,0.635,81.995,172106.0,66.0,1.0,False,I'm Not For Everyone,https://open.spotify.com/track/143YESFOZqxVGrKEWisbid,"['country', 'modern southern rock', 'contemporary country', 'country road', 'modern country rock']",['country'],country,happy
0.552,0.225,-11.501,0.0477,0.827,0.0,0.111,0.67,138.002,219573.0,75.0,1.0,False,Better Together,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7,"['country', 'contemporary country']",['country'],country,sad
0.585,0.863,-4.061,0.0401,0.0446,0.0,0.0937,0.788,147.931,210560.0,67.0,2.0,False,Cold Beer Calling My Name,https://open.spotify.com/track/67wUHsoXdZ8UOLt6rodpQ9,"['country', 'country pop', 'modern country pop', 'contemporary country', 'modern country rock']",['country'],country,happy
0.689,0.592,-6.758,0.0235,0.101,0.00867,0.11,0.919,98.997,175026.0,70.0,1.0,False,Hell Of A View,https://open.spotify.com/track/4mXGooManGPH6xAWRAtRJU,"['country road', 'country', 'contemporary country']",['country'],country,happy
